8950,9910,12214,10870
9172,10102,12406,11062
7606,7798,10102,12406,12214,9910
5686,5878,7798,7606
10870,11062,12406,12214
5686,7606,9910,8950
5878,7798,10102,9172
5686,5878,9172,11062,10870,8950
2767,2863,4975,3823,3727,4879
2575,2671,2863,2767
2575,2671,4783,3439,3343,4687
3439,3823,4975,4783
3343,3727,4879,4687
3343,3439,3823,3727
2671,2863,4975,4783
2575,2767,4879,4687
10467,10659,13347,14115,13488,11619
10467,11619,13155,12003
12003,12582,13923,14256,13680,13155
10659,12582,13923,13347
10467,10659,12582,12003
13488,13680,14256,14115
13347,13923,14256,14115
11619,13155,13680,13488
2383,2479,4591,3247,3151,4495
4015,4207,5551,7471,7279,5359
2383,2479,2863,2767
3823,4975,7471,5551
3151,4495,7183,5263
3727,4879,7375,5455
3247,4591,7279,5359
3919,4111,5455,7375,7183,5263
3919,4015,4207,4111
3727,3823,5551,4207,4111,5455
2479,2863,4975,7471,7279,4591
3151,3247,5359,4015,3919,5263
2383,2767,4879,7375,7183,4495
6237,6423,8349,9309,8203,8011
2973,3549,6423,6237
5085,7005,9309,8349
2973,3549,5085,7005,6091,4317
4317,6091,8203,8011
3549,5085,8349,6423
6091,7005,9309,8203
2973,4317,8011,6237
11949,12543,13869,14251,13675,13101
10413,11565,13101,11949
13483,13675,14251,14061
10605,12543,13869,13293
10413,10605,12543,11949
13293,13869,14251,14061
10413,10605,13293,14061,13483,11565
11565,13101,13675,13483
3405,3789,4941,4749
3309,3693,4845,4653
2541,2637,4749,3405,3309,4653
2733,2829,4941,3789,3693,4845
3309,3405,3789,3693
2541,2637,2829,2733
2541,2733,4845,4653
2637,2829,4941,4749
4400,6119,8231,8039
4352,6023,8135,7943
2923,3499,6407,6187
6187,6407,8135,7943
455,551,2279,2183
551,2279,6119,4400
3019,3595,6503,6283
455,2183,6023,4352
6283,6503,8231,8039
455,551,4400,8039,6283,3019,2923,6187,7943,4352
2923,3019,3595,3499
2183,2279,6119,8231,6503,3595,3499,6407,8135,6023
21,69,2181,453,405,2133
21,69,165,117
453,549,2277,2181
117,165,2277,549,501,2229
405,501,2229,2133
405,453,549,501
69,165,2277,2181
21,117,2229,2133
3307,3691,4843,4651
2731,2827,4939,3787,3691,4843
3403,3787,4939,4747
2539,2635,4747,3403,3307,4651
2539,2731,4843,4651
2539,2635,2827,2731
3307,3403,3787,3691
2635,2827,4939,4747
13478,13670,14246,14056
10408,10600,13288,14056,13478,11560
10600,12548,13864,13288
11944,12548,13864,14246,13670,13096
10408,11560,13096,11944
13288,13864,14246,14056
11560,13096,13670,13478
10408,10600,12548,11944
2913,3489,6351,6177
4257,5971,8083,7891
6177,6351,8289,9249,8083,7891
2913,3489,5025,6945,5971,4257
5025,6945,9249,8289
3489,5025,8289,6351
5971,6945,9249,8083
2913,4257,7891,6177
6217,6374,8329,9289,8177,7985
4297,6065,8177,7985
5065,6985,9289,8329
2953,3529,5065,6985,6065,4297
2953,3529,6374,6217
6065,6985,9289,8177
2953,4297,7985,6217
3529,5065,8329,6374
1745,1841,2033,1937
1745,1841,2051,1955
1763,1859,2051,1955
1783,1879,2071,1975
1841,2033,1879,2071,1859,2051
1745,1937,1783,1975,1763,1955
1763,1859,2071,1975
1783,1879,2033,1937
401,497,2225,2129
449,545,2273,2177
17,65,161,113
113,161,2273,545,497,2225
17,113,2225,2129
401,449,545,497
17,65,2177,449,401,2129
65,161,2273,2177
9142,10112,12416,11072
8960,9920,12224,10880
10880,11072,12416,12224
5888,7808,10112,9142
7616,7808,10112,12416,12224,9920
5696,5888,9142,11072,10880,8960
5696,5888,7808,7616
5696,7616,9920,8960
1776,1872,2064,1968
1742,1838,2030,1934
1838,2030,1872,2064,1849,2041
1742,1934,1776,1968,1753,1945
1742,1838,2041,1945
1753,1849,2041,1945
1753,1849,2064,1968
1776,1872,2030,1934
1116,1308,1131,1323
1131,1308,13020,1692,1515,11499
1515,1707,13035,11499
1131,1323,13035,11499
1116,1308,13020,11484
1500,1692,13020,11484
1500,1692,1515,1707
1116,1323,13035,1707,1500,11484
309,357,2479,2383
655,885,4495,3151
751,933,4591,3247
309,357,933,751,655,885
357,933,4591,2479
655,751,3247,3151
309,885,4495,2383
9148,10138,12442,11098
5722,5914,7834,7642
5722,5914,9148,11098,10906,8986
8986,9946,12250,10906
7642,7834,10138,12442,12250,9946
5914,7834,10138,9148
5722,7642,9946,8986
10906,11098,12442,12250
6604,6796,8716,9676,9484,8524
3916,4108,5452,7372,7180,5260
3916,4108,6796,6604
5452,7372,9676,8716
4108,5452,8716,6796
5260,7180,9484,8524
3916,5260,8524,6604
7180,7372,9676,9484
2959,3535,5071,6991,6069,4303
6223,6383,8335,9295,8181,7989
4303,6069,8181,7989
5071,6991,9295,8335
2959,3535,6383,6223
2959,4303,7989,6223
3535,5071,8335,6383
6069,6991,9295,8181
8857,9817,12121,10777
7513,7705,10009,12313,12121,9817
9038,10009,12313,10969
5593,5785,9038,10969,10777,8857
10777,10969,12313,12121
5785,7705,10009,9038
5593,5785,7705,7513
5593,7513,9817,8857
460,556,2284,2188
124,172,2284,556,508,2236
412,508,2236,2140
28,76,172,124
28,124,2236,2140
76,172,2284,2188
28,76,2188,460,412,2140
412,460,556,508
5509,7429,9733,8773
3973,4165,5509,7429,7237,5317
7237,7429,9733,9541
3973,4165,6853,6661
4165,5509,8773,6853
6661,6853,8773,9733,9541,8581
5317,7237,9541,8581
3973,5317,8581,6661
1908,2100,1909,2101,1910,2102
1813,1909,2101,2005
1812,1908,2100,2004
1812,2004,1813,2005,1814,2006
1814,1910,2102,2006
1813,1909,2100,2004
1812,1908,2102,2006
1814,1910,2101,2005
10361,11317,12853,11897
11892,12853,11897,12859,11901,12855
10356,11319,12855,11892
10365,11323,12859,11901
10356,11317,10361,11323,10365,11319
10365,11319,12855,11901
10356,11317,12853,11892
10361,11323,12859,11897
5749,5941,9206,11125,10933,9013
5749,5941,7861,7669
7669,7861,10165,12469,12277,9973
9206,10165,12469,11125
9013,9973,12277,10933
5749,7669,9973,9013
10933,11125,12469,12277
5941,7861,10165,9206
6179,6353,8291,9251,8084,7892
2915,3491,6353,6179
5027,6947,9251,8291
2915,3491,5027,6947,5972,4259
3491,5027,8291,6353
2915,4259,7892,6179
4259,5972,8084,7892
5972,6947,9251,8084
10216,11174,10249,11249,10307,11204
10249,11249,12785,11785
10307,11204,12740,11843
11752,12710,11785,12785,11843,12740
10216,11174,12710,11752
10307,11249,12785,11843
10249,11174,12710,11785
10216,11204,12740,11752
5173,7093,9397,8437
3061,3637,6518,6325
4405,6137,8249,8057
3061,3637,5173,7093,6137,4405
3061,4405,8057,6325
6325,6518,8437,9397,8249,8057
6137,7093,9397,8249
3637,5173,8437,6518
2766,2862,4974,3822,3726,4878
3342,3726,4878,4686
2574,2670,2862,2766
2574,2670,4782,3438,3342,4686
3438,3822,4974,4782
2670,2862,4974,4782
3342,3438,3822,3726
2574,2766,4878,4686
12024,12589,13944,14271,13695,13176
